"","name","category","main_category","currency","deadline","goal","launched","pledged","backers","country","usd.pledged","usd_pledged_real","usd_goal_real","class"
"130841","Bar-In-The-Jar Healthiest Delicious Energizing Power Food","Food","Food","USD","2016-12-09",15000,"2016-10-25 13:07:26",6143,86,"US",304,6143,15000,"failed"
"346471","SportyStand the most versatile and compact work-stand ever.","Product Design","Design","CAD","2015-08-02",2e+05,"2015-06-19 20:21:33",4765,18,"CA",3891.73,3642.41,152881.82,"failed"
"239584","Pretty Strong: All Your Favorite Climbing Chicks in One Film","Film & Video","Film & Video","USD","2017-09-28",50000,"2017-08-29 15:24:32",79383,1481,"US",525,79383,50000,"successful"
"2425","SHADOW OF A GUN — a feature film","Drama","Film & Video","USD","2016-07-03",20000,"2016-06-03 21:11:36",20639,188,"US",20639,20639,20000,"successful"
"96294","No Slam Dunk - The Intelligence of Doubting Evolution","Documentary","Film & Video","USD","2015-12-08",55000,"2015-10-24 21:17:19",156,6,"US",156,156,55000,"failed"
"330513","Oblivious Skateboards","Product Design","Design","USD","2016-07-03",10000,"2016-06-03 02:47:26",0,0,"US",0,0,10000,"failed"
"214814","Zuumer - Urban mobility made fun for everyone!","Product Design","Design","USD","2013-02-01",1e+05,"2012-12-28 03:00:44",32761,46,"US",32761,32761,1e+05,"failed"
"190049","Kickstarter Gold Wax Cylinder- RECORDED WITHOUT ELECTRICITY!","Music","Music","USD","2017-07-19",333,"2017-06-20 16:25:40",4184,40,"US",287,4184,333,"successful"
"116634","Be The Origin: Skulls & Wings T-Shirt Collection","Fashion","Fashion","USD","2013-06-17",8500,"2013-05-18 00:05:06",1520,25,"US",1520,1520,8500,"failed"
"26666","The Coach's Wife  - Youth Sports through the Wife's Eyes","Nonfiction","Publishing","USD","2014-04-09",30000,"2014-03-10 17:42:02",10,1,"US",10,10,30000,"failed"
"224008","Incredibly Unique International Spice Mixtures!!","Food","Food","USD","2011-10-15",5000,"2011-09-15 20:06:39",150,3,"US",150,150,5000,"failed"
"244776","Frank Lloyd Wright's Call Building Model","Architecture","Design","USD","2015-10-23",5000,"2015-08-24 21:20:24",5326,46,"US",5326,5326,5000,"successful"
"120341","Brave the Storm - Aguantar La Tempestad","Architecture","Design","GBP","2015-02-06",78500,"2014-12-08 18:18:52",843,33,"GB",1315.22,1291.3,120245.7,"failed"
"291455","The ParaRanger™ - Survival Gear","Product Design","Design","USD","2015-01-01",1000,"2014-11-24 22:21:11",13,1,"US",13,13,1000,"failed"
"300317","The Silicon Valley Story","Documentary","Film & Video","USD","2011-07-24",10000,"2011-05-25 00:02:45",75,2,"US",75,75,10000,"failed"
"194793","The Reptiles and Amphibians of Camp Mitigwa","Young Adult","Publishing","USD","2014-10-15",3000,"2014-08-16 23:00:46",124,7,"US",124,124,3000,"failed"
"73758","Hockey Themed Restaurant and Bar","Drinks","Food","USD","2016-09-09",150000,"2016-07-26 21:09:19",30,3,"US",10,30,150000,"failed"
"21327","bladeRF - USB 3.0 Software Defined Radio","Hardware","Technology","USD","2013-02-28",1e+05,"2013-01-29 07:33:24",191422.49,501,"US",191422.49,191422.49,1e+05,"successful"
"223186","Shellbach needs armor.","Rock","Music","USD","2012-09-16",3444,"2012-08-17 00:42:16",0,0,"US",0,0,3444,"failed"
"100674","War of Warriors - A Family Friendly Tabletop Game of War","Tabletop Games","Games","USD","2017-11-24",12500,"2017-10-10 04:07:47",357,12,"US",0,357,12500,"failed"
"193371","Jungle Rot, a skin peeling tale of cannibalism and war.","Fiction","Publishing","USD","2017-03-21",5000,"2017-01-20 05:49:35",276,5,"US",255,276,5000,"failed"
"314524","Looking to produce 3 issues of My Comic Book!!","Comics","Comics","USD","2013-02-24",3000,"2013-01-25 21:46:33",3000,26,"US",3000,3000,3000,"successful"
"82200","The Journey","Installations","Art","GBP","2014-08-10",600,"2014-07-24 18:19:56",40,3,"GB",68.28,66.76,1001.4,"failed"
"216384","ActiKitty - Move your cat!","Gadgets","Technology","USD","2017-03-15",30000,"2017-02-13 22:41:53",6401,165,"US",737,6401,30000,"failed"
"344494","The Cave Paleo Beastro II","Restaurants","Food","CAD","2017-11-13",30300,"2017-10-23 16:29:17",1325,4,"CA",0,1038.24,23742.36,"failed"
"62646","Scott Cluthe's LOVE Cafe LLC - Web Video Series & More","Webseries","Film & Video","USD","2016-02-29",30000,"2016-01-27 07:01:55",790,6,"US",790,790,30000,"failed"
"157691","Figs in Wigs are off to The Fringe","Theater","Theater","GBP","2014-06-11",5000,"2014-05-13 10:57:34",5140.98,129,"GB",8663.77,8720.18,8481.04,"successful"
"309261","Homebody - a Short Film","Shorts","Film & Video","USD","2016-06-11",10000,"2016-05-10 14:36:53",10776.69,262,"US",10776.69,10776.69,10000,"successful"
"168628","101 Burnouts (& the Occasional Donut)","Photography","Photography","USD","2015-05-27",2850,"2015-04-29 00:25:51",25,1,"US",25,25,2850,"failed"
"357014","DjDuelAlity yugioh Youtube channel start up!","Webseries","Film & Video","USD","2015-02-20",950,"2015-01-21 01:51:40",1,1,"US",1,1,950,"failed"
"264612","Carousel Rogues master and press their DEBUT ALBUM","Indie Rock","Music","USD","2010-12-04",2000,"2010-11-04 03:42:59",3045,52,"US",3045,3045,2000,"successful"
"66256","Together Forever Sweaters (:","Fashion","Fashion","USD","2014-02-14",10000,"2014-01-13 19:18:56",24,4,"US",24,24,10000,"failed"
"134348","Dynamic Clothes for Dynamic Lifestyle","Ready-to-wear","Fashion","USD","2016-11-10",12000,"2016-10-11 14:39:33",12339,41,"US",0,12339,12000,"successful"
"360558","The world's first period & leak-proof swimwear by Modibodi.","Ready-to-wear","Fashion","AUD","2017-11-08",25000,"2017-10-09 18:05:17",53198,466,"AU",6615.3,40796.01,19171.78,"successful"
"113552","Woohoo! SONGS FOR EXTRAORDINARY PEOPLE the album. (Finally!)","Kids","Music","USD","2017-09-14",4000,"2017-08-07 23:11:28",5285,113,"US",130,5285,4000,"successful"
"143956","Literary Animated Mobile Book Application","Fiction","Publishing","USD","2013-10-31",3e+05,"2013-09-16 23:33:13",1125,11,"US",1125,1125,3e+05,"failed"
"189687","STRANGENESS in SPACE: Season One Finale","Science Fiction","Film & Video","GBP","2016-11-27",10000,"2016-10-31 07:19:22",11425,305,"GB",2365.93,14422.41,12623.55,"successful"
"69110","Off the grid housing with farm and solar options","DIY","Crafts","USD","2017-05-04",5000,"2017-04-04 02:41:19",17.77,2,"US",0,17.77,5000,"failed"
"353849","Glass Bottom Boats","Shorts","Film & Video","USD","2014-11-05",4000,"2014-10-06 16:11:40",4075.77,115,"US",4075.77,4075.77,4000,"successful"
"16834","A Photographic Exploration Of The UK","Places","Photography","GBP","2016-04-19",9000,"2016-03-20 13:13:10",44,4,"GB",63.69,63.26,12940.14,"failed"
"253984","We Who Were There: A Collection of Macon County WWII Stories","Nonfiction","Publishing","USD","2016-01-16",2000,"2015-11-17 22:55:28",2147,17,"US",2147,2147,2000,"successful"
"18972","Makoto Fujimura, Retrospective Monograph: ""Golden Sea""","Art","Art","USD","2012-08-17",10000,"2012-07-18 18:19:29",17170,226,"US",17170,17170,10000,"successful"
"327456","Brandon Campbell's New Gypsy Jazz CD: ""Ten from the Galley"" ","Jazz","Music","USD","2010-08-01",1000,"2010-06-03 23:18:51",1077,25,"US",1077,1077,1000,"successful"
"150493","Beyond The Palace - Asbury Park's Rock and Roll History","Rock","Music","USD","2010-06-06",3000,"2010-04-29 06:35:11",1085,17,"US",1085,1085,3000,"failed"
"71534","Publish Be Here For Each Other: Loss","Nonfiction","Publishing","USD","2013-04-10",65000,"2013-03-11 18:33:00",990,13,"US",990,990,65000,"failed"
"101626","HOAX Issue 5","Art Books","Publishing","GBP","2015-02-03",500,"2015-01-04 21:46:41",783,91,"GB",1200.27,1199.39,765.9,"successful"
"290157","Coastal Lenormand Cards","Games","Games","USD","2017-03-03",2650,"2017-01-17 20:59:21",2958,27,"US",715,2958,2650,"successful"
"369079","Adrenaline: Healthy Way of Living","Drinks","Food","USD","2016-11-24",2250,"2016-10-25 20:30:05",1,1,"US",0,1,2250,"failed"
"92281","Alternative ladies","Apparel","Fashion","CAD","2015-01-11",50000,"2014-12-12 00:58:45",0,0,"CA",0,0,41545.49,"failed"
"68237","Bolt Action EDC Pen in Stealth Black || Guaranteed for Life","Product Design","Design","AUD","2017-09-01",1500,"2017-08-01 12:27:12",10193,197,"AU",2686.84,8088.4,1190.29,"successful"
"284968","The Outer Rim - An elegant weapon for a more civilized age","Art","Art","USD","2016-08-10",20000,"2016-07-11 22:02:21",5475,9,"US",2500,5475,20000,"failed"
"132559","Brian Vaccaro Trio: Debut Studio Album","Jazz","Music","USD","2011-08-01",3000,"2011-06-01 23:32:02",30,1,"US",30,30,3000,"failed"
"354411","Allique - Boots & Dress Shoes","Footwear","Fashion","EUR","2017-01-20",30000,"2016-12-16 18:02:20",2974,16,"NL",669.61,3161.95,31895.89,"failed"
"99994","Punkin Fight!","Tabletop Games","Games","USD","2017-10-14",250,"2017-10-06 22:54:34",989,37,"US",198,989,250,"successful"
"34854","Brooke Annibale: Let's Make A Record!","Country & Folk","Music","USD","2010-11-04",10000,"2010-10-05 17:47:29",10566,101,"US",10566,10566,10000,"successful"
"319338","ROTHSCHILD & SONS","Musical","Theater","USD","2015-08-26",25000,"2015-07-30 19:50:17",26175,140,"US",26175,26175,25000,"successful"
"313838","James Caird Timepieces - Automatic Diver's Watches","Accessories","Fashion","USD","2016-10-07",38000,"2016-08-23 06:05:28",26478,68,"US",12425,26478,38000,"failed"
"88924","Softly, Dear/Adelyn Rose Tour Photographer","Photobooks","Photography","USD","2014-08-08",2000,"2014-07-29 21:24:44",0,0,"US",0,0,2000,"failed"
"261289","Evolving Kat's Eye","Fine Art","Photography","GBP","2014-05-14",450,"2014-04-14 19:46:00",206,15,"GB",344.69,346.27,756.4,"failed"
"226542","Beep Beep","Music","Music","USD","2015-05-15",20000,"2015-04-15 23:41:13",8259,145,"US",8259,8259,20000,"failed"
"355157","CherryLeafyCrafts' First Listing","DIY","Crafts","GBP","2017-06-16",500,"2017-05-17 21:43:55",21,1,"GB",0,26.82,638.46,"failed"
"369342","Table Talk Pilot","Webseries","Film & Video","USD","2012-07-07",5000,"2012-06-07 19:57:20",110,4,"US",110,110,5000,"failed"
"306247","Meet You in the Fall","Country & Folk","Music","USD","2011-11-30",4500,"2011-10-31 21:45:02",5398,103,"US",5398,5398,4500,"successful"
"312004","The Five One [NEW ALBUM] RED BLUE GREEN GOLD","Rock","Music","USD","2010-11-30",3500,"2010-10-14 17:43:35",4170.17,66,"US",4170.17,4170.17,3500,"successful"
"103527","Supporting American Baby Boomer Heroes","Video","Journalism","USD","2017-03-28",50000,"2017-02-26 01:48:19",1,1,"US",0,1,50000,"failed"
"140498","Ne Touche Pas Halloween burlesque show","Performances","Dance","EUR","2016-06-01",200,"2016-04-26 10:31:37",203,6,"BE",228.22,226.43,223.08,"successful"
"39542","PELDA Pro - The First Nintendo Switch Battery Case with HDMI","Gadgets","Technology","USD","2017-09-21",10000,"2017-08-22 17:00:45",52546,622,"US",14332,52546,10000,"successful"
"56451","S.A.G.A.'s White Lion Indie Movie Project Will Save Animals!","Thrillers","Film & Video","CAD","2017-09-06",1.5e+07,"2017-07-08 04:59:18",136,3,"CA",0,112.52,12410027.3,"failed"
"11343","Mental Calligraphy","Hip-Hop","Music","USD","2016-05-26",2500,"2016-05-05 04:19:26",0,0,"US",0,0,2500,"failed"
"173999","Performance Ark Presents 40 Days of Teeth","Performance Art","Art","USD","2012-12-03",650,"2012-11-22 03:44:10",710,22,"US",710,710,650,"successful"
"132503","Main Street Art Project","Painting","Art","USD","2014-05-25",2000,"2014-04-25 19:22:54",925,19,"US",925,925,2000,"failed"
"349722","Oathsworn  Miniatures: Heroes","Tabletop Games","Games","GBP","2013-10-06",5000,"2013-09-08 21:05:19",14133,212,"GB",22095,22582.81,7989.39,"successful"
"140565","""EVEN THE DOGS KNOW"" a short film","Shorts","Film & Video","USD","2013-12-19",3500,"2013-11-19 14:18:14",3520.51,103,"US",3520.51,3520.51,3500,"successful"
"224000","Cory Jackson - Production & Promotions Campaign","Country & Folk","Music","USD","2017-09-08",6000,"2017-08-09 06:58:36",178,5,"US",121,178,6000,"failed"
"282516","••• New Music and Video Art ••• CD/DVD project •••","Indie Rock","Music","USD","2010-12-13",2000,"2010-09-14 23:47:54",2500,54,"US",2500,2500,2000,"successful"
"263469","Atypical Coloring Book Encourages Creative Collaboration","Digital Art","Art","USD","2017-12-31",200,"2017-12-01 18:09:03",46,2,"US",0,46,200,"failed"
"204975","iArt","Textiles","Art","EUR","2015-08-22",25000,"2015-07-23 16:19:46",115,3,"BE",125.71,129.58,28169.97,"failed"
"294321","Bitten reloaded","Video Games","Games","AUD","2015-02-05",50000,"2015-01-06 02:35:44",611,28,"AU",494.33,479.97,39277.3,"failed"
"197820","Polaris: The North Star","Animation","Film & Video","USD","2013-12-07",3000,"2013-11-07 02:35:32",4034,119,"US",4034,4034,3000,"successful"
"48369","Hoppzie","Live Games","Games","USD","2017-09-24",10000,"2017-07-26 21:55:42",2,2,"US",0,2,10000,"failed"
"159836","THE SAD SONYA SERIES","Painting","Art","USD","2012-05-21",3000,"2012-04-11 18:47:32",142,4,"US",142,142,3000,"failed"
"347942","Combo Assist","Gaming Hardware","Games","USD","2015-11-26",4000,"2015-10-27 03:49:14",10,1,"US",10,10,4000,"failed"
"324540","Same Love, Different Day - Complete & Launch My First Album","Hip-Hop","Music","USD","2011-10-28",3750,"2011-09-28 19:46:29",127,8,"US",127,127,3750,"failed"
"6604","PSY Gangnam Style Neo Pop Art: Limited Edition Campaign","Painting","Art","USD","2017-08-08",5795,"2017-07-09 01:56:12",0,0,"US",0,0,5795,"failed"
"72595","Ring Rajen - Southamericans in Europe Volunteer TV Show","Video","Journalism","EUR","2016-04-03",800,"2016-03-09 10:58:07",0,0,"DE",0,0,909.04,"failed"
"172984","Minimalissimo Magazine","Publishing","Publishing","GBP","2015-09-28",10500,"2015-08-24 09:39:42",11058,414,"GB",17354.4,16771.83,15925.5,"successful"
"326688","New Brandon O. Bailey EP!!!","Music","Music","USD","2012-07-08",3000,"2012-06-08 00:14:07",3026,47,"US",3026,3026,3000,"successful"
"221001","Symmetry Short Film","Shorts","Film & Video","USD","2015-07-19",4000,"2015-06-19 23:00:17",925,9,"US",925,925,4000,"failed"
"298086","Growing Up Humming","Children's Books","Publishing","USD","2012-07-04",3500,"2012-06-04 20:01:41",3780,91,"US",3780,3780,3500,"successful"
"345092","Orange Juice","Shorts","Film & Video","USD","2012-03-24",1150,"2012-02-23 07:38:10",1210,6,"US",1210,1210,1150,"successful"
"11017","Cortlandt's Pizza Pub","Restaurants","Food","USD","2014-12-27",21400,"2014-11-17 22:27:56",3550,25,"US",3550,3550,21400,"failed"
"326054","Wizards of the Wild - The Card Game of Animal Sorcery!","Tabletop Games","Games","USD","2015-04-10",18000,"2015-03-12 17:00:05",46291,1307,"US",46291,46291,18000,"successful"
"127478","SID'S NEW GLASSES","Shorts","Film & Video","USD","2014-10-31",8000,"2014-09-25 00:49:36",8801,36,"US",8801,8801,8000,"successful"
"131827","Help Thank You Scientist fund our full length record","Music","Music","USD","2011-12-23",2000,"2011-10-24 03:29:31",2735.12,43,"US",2735.12,2735.12,2000,"successful"
"307335","Fund The Truth Saga, Book 2 and Get Books 1 & 2.","Fiction","Publishing","USD","2012-05-27",3500,"2012-03-28 19:11:08",325,11,"US",325,325,3500,"failed"
"132478","Belonging. The power within.","Documentary","Film & Video","GBP","2014-07-11",40000,"2014-05-27 08:59:09",12408,64,"GB",20906.77,21242.57,68480.25,"failed"
"212543","Fighting Shadows: Help me reach my stretch goals!!!","Mixed Media","Art","USD","2015-04-12",750,"2015-03-13 00:02:39",1515,27,"US",1515,1515,750,"successful"
"174054","Independent Feature Horror Film - Community Service","Narrative Film","Film & Video","USD","2012-04-17",1000,"2012-02-17 21:29:32",280,8,"US",280,280,1000,"failed"
"210645","Red Kidney vs Stammer Lee","Rock","Music","EUR","2017-12-31",1100,"2017-11-01 22:25:27",0,0,"NL",0,0,1324.95,"failed"
"257073","Legend The Lost Soul TPB","Comics","Comics","USD","2012-07-22",2000,"2012-05-23 00:52:49",0,0,"US",0,0,2000,"failed"
"154805","In the Woods - a documentary about life in Tent City ","Documentary","Film & Video","USD","2011-04-09",3500,"2011-03-09 02:10:23",4064.33,81,"US",4064.33,4064.33,3500,"successful"
"258685","Brianne's Diary - A Children's Book About Being Different","Children's Books","Publishing","USD","2014-01-27",5000,"2013-12-28 19:34:43",5100,42,"US",5100,5100,5000,"successful"
"25285","Justin James - ""Compile"" Double LP Vinyl Pressing (refused.)","Electronic Music","Music","CAD","2016-11-04",7000,"2016-10-05 23:39:27",1300,21,"CA",582.82,967.77,5211.05,"failed"
"40350","Fest-Noz Vraz 2011!    Breton music lives in the USA!","World Music","Music","USD","2011-11-05",3000,"2011-09-24 17:20:57",1216,25,"US",1216,1216,3000,"failed"
"194488","Earnest Ernest's Debut Self-Titled EP","Indie Rock","Music","USD","2013-07-20",1500,"2013-06-25 02:41:44",1780,17,"US",1780,1780,1500,"successful"
"156171","Derek Hamm, Solo Artist","Music","Music","USD","2013-01-18",600,"2012-11-19 21:02:15",610,17,"US",610,610,600,"successful"
"378055","Wireless Comms Mobile Platform","Technology","Technology","USD","2015-05-29",30000,"2015-04-29 07:13:12",0,0,"US",0,0,30000,"failed"
"156838","Gen Con or Bust!","Fiction","Publishing","USD","2012-06-07",2250,"2012-05-08 02:07:36",440,10,"US",440,440,2250,"failed"
"19875","Help Amarillo Junction With Their 1st Single & Music Video!!","Country & Folk","Music","USD","2015-02-08",3500,"2015-01-09 19:08:18",161,5,"US",161,161,3500,"failed"
"65495","Emote - A game for children with Autism","Tabletop Games","Games","USD","2013-07-26",15000,"2013-06-26 19:46:35",204,8,"US",204,204,15000,"failed"
"309995","Help us bring this audience-interactive show to Sin City!","Theater","Theater","USD","2012-04-04",1000,"2012-03-05 19:12:50",1150,22,"US",1150,1150,1000,"successful"
"253811","Harwood Hobbies Presents The Devolved - 28mm Miniatures","Tabletop Games","Games","CAD","2017-12-31",1500,"2017-12-07 22:24:46",1138.75,23,"CA",192.59,910.27,1199.04,"failed"
"378021","Subterfuge, The Web Series","Film & Video","Film & Video","USD","2012-12-15",3000,"2012-10-16 05:16:41",260,8,"US",260,260,3000,"failed"
"154829","Don't give up the ghost (a Franco-American family comedy)","Narrative Film","Film & Video","USD","2012-06-05",50000,"2012-05-01 20:05:21",50989.97,249,"US",50989.97,50989.97,50000,"successful"
"329519","Make/100 Monsters","Illustration","Art","USD","2017-02-18",300,"2017-01-19 17:53:06",317,9,"US",0,317,300,"successful"
